"Date","Price","Open","High","Low","Vol.","Change %"
"4 2008","1385.59","1,326.41","1,404.57","1,324.35","-","4.75%"
"3 2008","1322.70","1,330.45","1,359.68","1,256.98","-","-0.60%"
"2 2008","1330.63","1,378.60","1,396.02","1,316.75","-","-3.48%"
"1 2008","1378.55","1,467.97","1,471.77","1,270.05","-","-6.12%"
"12 2007","1468.36","1,479.63","1,523.57","1,435.65","-","-0.86%"
"11 2007","1481.14","1,545.79","1,545.79","1,406.10","-","-4.40%"
"10 2007","1549.38","1,527.29","1,576.09","1,489.56","-","1.48%"
"9 2007","1526.75","1,473.96","1,538.74","1,439.29","-","3.58%"
"8 2007","1473.99","1,455.18","1,503.89","1,370.60","-","1.29%"
"7 2007","1455.27","1,504.66","1,555.90","1,454.25","-","-3.20%"
"6 2007","1503.35","1,530.62","1,540.56","1,484.18","-","-1.78%"
"5 2007","1530.62","1,482.37","1,535.56","1,476.70","-","3.25%"
"4 2007","1482.37","1,420.83","1,498.02","1,416.37","-","4.33%"
"3 2007","1420.86","1,406.80","1,438.89","1,363.98","-","1.00%"
"2 2007","1406.82","1,437.90","1,461.57","1,389.42","-","-2.18%"
"1 2007","1438.24","1,418.03","1,441.61","1,403.97","-","1.41%"
"12 2006","1418.30","1,400.63","1,431.81","1,385.93","-","1.26%"
"11 2006","1400.63","1,377.76","1,407.89","1,360.98","-","1.65%"
"10 2006","1377.94","1,335.82","1,389.45","1,327.10","-","3.15%"
"9 2006","1335.85","1,303.80","1,340.28","1,290.93","-","2.46%"
"8 2006","1303.82","1,278.53","1,306.74","1,261.30","-","2.13%"
"7 2006","1276.66","1,270.06","1,280.42","1,224.54","-","0.51%"
