"Date","Price","Open","High","Low","Vol.","Change %"
"11-01-1992","3.731","3.785","3.885","3.670","4.39K","-0.53%"
"10-01-1992","3.751","3.750","3.790","3.725","13.23K","0.32%"
"9-01-1992","3.739","3.730","3.880","3.665","3.30K","0.24%"
"8-01-1992","3.730","3.875","3.955","3.630","8.55K","-5.02%"
"7-01-1992","3.927","4.030","4.070","3.820","2.60K","-2.51%"
"6-01-1992","4.028","4.000","4.090","3.955","12.69K","0.37%"
"5-01-1992","4.013","4.000","4.135","3.975","4.81K","0.63%"
"4-01-1992","3.988","4.075","4.100","3.910","9.95K","-3.44%"
"3-01-1992","4.130","4.070","4.195","4.000","3.87K","0.73%"
"2-01-1992","4.100","4.155","4.205","4.050","16.94K","-1.61%"
"1-01-1992","4.167","3.855","4.330","3.855","15.44K","7.31%"
"12-01-1991","3.883","4.060","4.080","3.785","5.72K","-4.29%"
"11-01-1991","4.057","4.055","4.090","3.995","23.30K","-0.81%"
"10-01-1991","4.090","4.160","4.160","4.060","2.43K","-0.97%"
"9-01-1991","4.130","3.825","4.275","3.810","2.93K","8.48%"
"8-01-1991","3.807","4.029","4.029","3.785","16.17K","-6.12%"
"7-01-1991","4.055","4.430","4.520","3.984","4.36K","-8.34%"
"6-01-1991","4.424","4.156","4.550","4.130","19.75K","7.96%"
"5-01-1991","4.098","3.970","4.160","3.920","3.60K","3.25%"
"4-01-1991","3.969","3.940","4.100","3.855","17.26K","3.12%"
"3-01-1991","3.849","3.720","4.195","3.695","4.63K","3.22%"
"2-01-1991","3.729","3.852","3.852","3.508","28.18K","-2.64%"
"1-01-1991","3.830","4.180","4.288","3.751","2.05K","-8.64%"
"12-01-1990","4.192","4.115","4.310","3.930","8.01K","1.70%"
"11-01-1990","4.122","4.230","4.267","4.045","29.26K","-0.75%"
"10-01-1990","4.153","4.630","4.690","4.050","0.93K","-12.77%"
"9-01-1990","4.761","4.761","4.915","4.695","5.23K","0.04%"
"8-01-1990","4.759","4.770","5.280","4.740","10.45K","-0.58%"
"7-01-1990","4.787","4.890","4.980","4.770","6.89K","-2.05%"
"6-01-1990","4.887","5.090","5.090","4.740","23.71K","-3.69%"
"5-01-1990","5.074","4.940","5.283","4.940","4.95K","2.88%"
"4-01-1990","4.932","4.935","5.180","4.860","15.86K","-0.26%"
"3-01-1990","4.945","5.120","5.160","4.890","4.95K","-3.55%"
"2-01-1990","5.127","5.220","5.350","5.050","24.94K","-1.29%"
"1-01-1990","5.194","5.170","5.330","5.120","1.80K","-0.27%"
"12-01-1989","5.208","5.680","5.740","5.120","5.98K","-8.12%"
"11-01-1989","5.668","5.135","5.874","5.135","18.80K","9.42%"
"10-01-1989","5.180","5.220","5.279","5.020","0.85K","-0.88%"
"9-01-1989","5.226","5.060","5.310","5.020","4.67K","3.59%"
"8-01-1989","5.045","5.190","5.310","5.040","18.49K","-4.25%"
"7-01-1989","5.269","5.260","5.410","5.105","3.36K","2.21%"
"6-01-1989","5.155","5.185","5.464","5.100","19.47K","-0.10%"
"5-01-1989","5.160","5.650","5.680","5.060","5.53K","-7.87%"
"4-01-1989","5.601","5.780","5.868","5.570","25.97K","-3.06%"
"3-01-1989","5.778","5.820","6.190","5.720","11.54K","-0.79%"
"2-01-1989","5.824","5.875","5.965","5.795","26.22K","0.55%"
"1-01-1989","5.792","6.055","6.200","5.770","0.98K","-4.07%"
"12-01-1988","6.038","6.170","6.280","6.010","8.03K","-1.60%"
"11-01-1988","6.136","6.300","6.540","6.005","29.01K","-2.65%"
"10-01-1988","6.303","6.230","6.405","6.160","0.17K","2.74%"
"9-01-1988","6.135","6.530","6.640","6.130","4.79K","-6.42%"
"8-01-1988","6.556","6.867","6.870","6.450","17.38K","-3.69%"
"7-01-1988","6.807","6.660","8.060","6.653","5.38K","1.93%"
"6-01-1988","6.678","6.770","7.310","6.540","23.28K","1.18%"
"5-01-1988","6.600","6.450","6.770","6.280","3.90K","1.57%"
"4-01-1988","6.498","6.835","6.835","6.325","12.99K","-3.80%"
"3-01-1988","6.755","6.210","6.750","6.150","4.89K","8.27%"
"2-01-1988","6.239","6.522","6.590","6.080","15.53K","-4.09%"
"1-01-1988","6.505","6.520","7.000","6.490","0.48K","-2.65%"
"12-01-1987","6.682","7.030","7.060","6.560","5.12K","-5.04%"
"11-01-1987","7.037","6.980","7.330","6.190","4.05K","1.25%"
"10-01-1987","6.950","7.550","8.370","6.885","1.42K","-7.33%"
"9-01-1987","7.500","7.470","8.080","7.220","6.45K","1.58%"
"8-01-1987","7.383","8.665","8.800","7.230","12.16K","-11.05%"
